num_steps,mean_ms,std_ms,min_ms,max_ms,t_fixed_ms,t_step_ms
1,74.71461860113777,0.8615804771308844,74.17964603519067,77.22199900308624,68.58455791689894,6.359660744823335
2,81.3482788798865,0.4346780430844874,80.97733900649473,82.53494097152725,68.58455791689894,6.359660744823335
4,94.1424752061721,0.16197261761068502,93.86149502824992,94.35533103533089,68.58455791689894,6.359660744823335
6,106.93059889599681,0.3605081558712256,106.33920098189265,107.39205701975152,68.58455791689894,6.359660744823335
8,119.58347030449659,0.3714409471740813,119.10152802010998,120.52442302228883,68.58455791689894,6.359660744823335
10,131.93738870322704,0.3912672599589476,131.38587097637355,132.55664700409397,68.58455791689894,6.359660744823335
