Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Range
0.0,21768,2,10884.0,10884.0,6315,15453,6461.5,myelin-exec:/layers.11/mlp/gateup_proj_2/MatMul_myl0_1576
0.0,21759,2,10879.5,10879.5,5537,16222,7555.4,myelin-exec:/layers.0/mlp/gateup_proj_6/MatMul_myl0_2625
0.0,21741,2,10870.5,10870.5,5204,16537,8013.6,myelin-exec:/layers.14/mlp/gateup_proj_2/MatMul_myl0_1627
0.0,21732,2,10866.0,10866.0,5269,16463,7915.4,myelin-exec:/layers.5/mlp/gateup_proj/MatMul_myl0_853
0.0,21732,2,10866.0,10866.0,6593,15139,6042.9,myelin-exec:__myl_Fc_myl0_693
0.0,21721,2,10860.5,10860.5,5870,15851,7057.6,myelin-exec:/layers.15/mlp/gateup_proj_2/MatMul_myl0_1644
0.0,21713,2,10856.5,10856.5,5222,16491,7968.4,myelin-exec:/layers.7/self_attn/av_matmul/MatMul_myl0_500
0.0,21694,2,10847.0,10847.0,5805,15889,7130.5,myelin-exec:/layers.17/mlp/gateup_proj/MatMul_myl0_1060
0.0,21667,2,10833.5,10833.5,8676,12991,3051.2,myelin-exec:__myl_Fc_myl0_2797
0.0,21648,2,10824.0,10824.0,5259,16389,7870.1,myelin-exec:/layers.12/mlp/gateup_proj_7/MatMul_myl0_3138
0.0,21620,2,10810.0,10810.0,4454,17166,8988.7,myelin-exec:/layers.8/self_attn_2/MatMul_1_myl0_1211
0.0,21601,2,10800.5,10800.5,4611,16990,8753.3,myelin-exec:/vision_tower/vision_model/encoder/layers.13/mlp/fc2/MatMul_myl0_157
0.0,21575,2,10787.5,10787.5,5454,16121,7542.7,myelin-exec:/layers.5/mlp/gateup_proj_1/MatMul_myl0_1165
0.0,21575,2,10787.5,10787.5,3741,17834,9965.3,myelin-exec:__myl_Fc_myl0_1730
0.0,21565,2,10782.5,10782.5,4148,17417,9382.6,myelin-exec:/vision_tower/vision_model/encoder/layers.16/mlp/fc2/MatMul_myl0_190
0.0,21556,2,10778.0,10778.0,5750,15806,7110.7,myelin-exec:/layers.2/mlp/gateup_proj_2/MatMul_myl0_1423
0.0,21556,2,10778.0,10778.0,5306,16250,7738.6,myelin-exec:/layers.8/mlp/gateup_proj_7/MatMul_myl0_3070
0.0,21555,2,10777.5,10777.5,6944,14611,5421.4,myelin-exec:/layers.13/self_attn/av_matmul/MatMul_myl0_650
0.0,21519,2,10759.5,10759.5,5306,16213,7712.4,myelin-exec:/layers.4/self_attn/av_matmul/MatMul_myl0_425
0.0,21510,2,10755.0,10755.0,5269,16241,7758.4,myelin-exec:/layers.1/mlp/gateup_proj_1/MatMul_myl0_1097
0.0,21491,2,10745.5,10745.5,4148,17343,9330.3,myelin-exec:/vision_tower/vision_model/encoder/layers.22/self_attn/out_proj/MatMul_myl0_253
0.0,21491,2,10745.5,10745.5,4528,16963,8792.9,myelin-exec:/vision_tower/vision_model/encoder/layers.9/self_attn/out_proj/MatMul_myl0_110
0.0,21481,2,10740.5,10740.5,4222,17259,9218.6,myelin-exec:/vision_tower/vision_model/encoder/layers.8/mlp/fc1/MatMul_myl0_101
0.0,21462,2,10731.0,10731.0,5990,15472,6704.8,myelin-exec:/layers.1/mlp/gateup_proj_8/MatMul_myl0_3260
0.0,21426,2,10713.0,10713.0,3297,18129,10487.8,myelin-exec:/layers.2/self_attn_1/MatMul_myl0_793
0.0,21426,2,10713.0,10713.0,6102,15324,6520.9,myelin-exec:/layers.8/mlp/gateup_proj_9/MatMul_myl0_3688
0.0,21407,2,10703.5,10703.5,4657,16750,8551.0,myelin-exec:/vision_tower/vision_model/encoder/layers.20/mlp/fc2/MatMul_myl0_234
0.0,21388,2,10694.0,10694.0,4601,16787,8616.8,myelin-exec:/vision_tower/vision_model/encoder/layers.15/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.15/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.15/self_attn/q_proj/MatMul_myl0_170
0.0,21380,2,10690.0,10690.0,5019,16361,8020.0,myelin-exec:/layers.10/mlp/gateup_proj_8/MatMul_myl0_3413
0.0,21380,2,10690.0,10690.0,4389,16991,8911.0,myelin-exec:/vision_tower/vision_model/encoder/layers.21/self_attn/out_proj/MatMul_myl0_242
0.0,21352,2,10676.0,10676.0,5195,16157,7751.3,myelin-exec:/layers.10/self_attn/qk_matmul/MatMul_myl0_570
0.0,21352,2,10676.0,10676.0,5778,15574,6926.8,myelin-exec:/layers.11/mlp/gateup_proj_5/MatMul_myl0_2503
0.0,21333,2,10666.5,10666.5,6926,14407,5289.9,myelin-exec:/layers.2/mlp/gateup_proj_5/MatMul_myl0_2350
0.0,21325,2,10662.5,10662.5,6241,15084,6252.9,myelin-exec:/layers.13/mlp/gateup_proj_2/MatMul_myl0_1610
0.0,21305,2,10652.5,10652.5,6713,14592,5571.3,myelin-exec:/layers.0/mlp/gateup_proj_5/MatMul_myl0_2316
0.0,21297,2,10648.5,10648.5,6195,15102,6298.2,myelin-exec:/layers.16/mlp/gateup_proj_6/MatMul_myl0_2897
0.0,21288,2,10644.0,10644.0,3417,17871,10220.5,myelin-exec:/layers.7/self_attn_4/MatMul_myl0_1807
0.0,21268,2,10634.0,10634.0,5194,16074,7693.3,myelin-exec:/layers.4/mlp/gateup_proj_1/MatMul_myl0_1148
0.0,21241,2,10620.5,10620.5,6056,15185,6455.2,myelin-exec:/layers.9/mlp/gateup_proj_7/MatMul_myl0_3087
0.0,21241,2,10620.5,10620.5,4287,16954,8956.9,myelin-exec:/vision_tower/vision_model/encoder/layers.24/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.24/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.24/self_attn/q_proj/MatMul_myl0_269
0.0,21231,2,10615.5,10615.5,1157,20074,13376.3,myelin-exec:__myl_AddMulCastReshTran_myl0_1882
0.0,21194,2,10597.0,10597.0,5111,16083,7758.4,myelin-exec:/layers.16/mlp/gateup_proj_9/MatMul_myl0_3824
0.0,21167,2,10583.5,10583.5,9667,11500,1296.1,myelin-exec:__myl_Fc_myl0_3565
0.0,21166,2,10583.0,10583.0,4722,16444,8288.7,myelin-exec:/vision_tower/vision_model/encoder/layers.7/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.7/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.7/self_attn/q_proj/MatMul_myl0_82
0.0,21158,2,10579.0,10579.0,4972,16186,7929.5,myelin-exec:/vision_tower/vision_model/encoder/layers.3/mlp/fc1/MatMul_myl0_46
0.0,21157,2,10578.5,10578.5,4805,16352,8165.0,myelin-exec:/layers.1/self_attn_1/MatMul_1_myl0_780
0.0,21149,2,10574.5,10574.5,4482,16667,8616.1,myelin-exec:/vision_tower/vision_model/encoder/layers.16/self_attn/out_proj/MatMul_myl0_187
0.0,21148,2,10574.0,10574.0,5000,16148,7882.8,myelin-exec:/vision_tower/vision_model/encoder/layers.11/mlp/fc1/MatMul_myl0_134
0.0,21147,2,10573.5,10573.5,6425,14722,5866.9,myelin-exec:/layers.15/mlp/gateup_proj/MatMul_myl0_1023
0.0,21139,2,10569.5,10569.5,6982,14157,5073.5,myelin-exec:/layers.9/mlp/gateup_proj_1/MatMul_myl0_1233
0.0,21102,2,10551.0,10551.0,7796,13306,3896.2,myelin-exec:__myl_Fc_myl0_348
0.0,21093,2,10546.5,10546.5,4815,16278,8105.6,myelin-exec:/layers.12/mlp/gateup_proj_4/MatMul_myl0_2211
0.0,21074,2,10537.0,10537.0,8611,12463,2723.8,myelin-exec:__myl_Fc_myl0_329
0.0,21056,2,10528.0,10528.0,3973,17083,9270.2,myelin-exec:/vision_tower/vision_model/encoder/layers.20/mlp/fc1/MatMul_myl0_233
0.0,21055,2,10527.5,10527.5,6148,14907,6193.5,myelin-exec:__myl_Fc_myl0_704
0.0,21047,2,10523.5,10523.5,5259,15788,7445.1,myelin-exec:/layers.10/mlp/gateup_proj_1/MatMul_myl0_1250
0.0,21038,2,10519.0,10519.0,6834,14204,5211.4,myelin-exec:__myl_Fc_myl0_766
0.0,21027,2,10513.5,10513.5,4629,16398,8321.9,myelin-exec:/vision_tower/vision_model/encoder/layers.18/mlp/fc2/MatMul_myl0_212
0.0,21027,2,10513.5,10513.5,1065,19962,13362.2,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_1704
0.0,21009,2,10504.5,10504.5,7305,13704,4524.8,myelin-exec:__myl_Fc_myl0_454
0.0,20991,2,10495.5,10495.5,6982,14009,4968.8,myelin-exec:/layers.15/mlp/gateup_proj_9/MatMul_myl0_3807
0.0,20982,2,10491.0,10491.0,9861,11121,891.0,myelin-exec:/layers.6/self_attn_6/MatMul_1_myl0_2413
0.0,20945,2,10472.5,10472.5,5834,15111,6559.8,myelin-exec:/layers.1/mlp/gateup_proj_4/MatMul_myl0_2024
0.0,20936,2,10468.0,10468.0,4075,16861,9041.1,myelin-exec:__mye4361220_myl0_6
0.0,20907,2,10453.5,10453.5,3407,17500,9965.3,myelin-exec:/layers.8/self_attn_6/MatMul_1_myl0_2447
0.0,20907,2,10453.5,10453.5,4120,16787,8956.9,myelin-exec:/vision_tower/vision_model/encoder/layers.21/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.21/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.21/self_attn/q_proj/MatMul_myl0_236
0.0,20889,2,10444.5,10444.5,8028,12861,3417.4,myelin-exec:__myl_Fc_myl0_415
0.0,20871,2,10435.5,10435.5,6593,14278,5434.1,myelin-exec:/layers.7/mlp/gateup_proj_3/MatMul_myl0_1817
0.0,20870,2,10435.0,10435.0,5416,15454,7097.9,myelin-exec:/layers.1/mlp/gateup_proj_5/MatMul_myl0_2333
0.0,20851,2,10425.5,10425.5,6851,14000,5055.1,myelin-exec:/layers.11/mlp/gateup_proj_9/MatMul_myl0_3739
0.0,20851,2,10425.5,10425.5,6592,14259,5421.4,myelin-exec:/layers.14/mlp/gateup_proj_3/MatMul_myl0_1936
0.0,20843,2,10421.5,10421.5,4278,16565,8688.2,myelin-exec:/layers.14/self_attn_1/MatMul_1_myl0_1001
0.0,20843,2,10421.5,10421.5,8306,12537,2991.8,myelin-exec:__myl_Fc_myl0_379
0.0,20842,2,10421.0,10421.0,5287,15555,7260.6,myelin-exec:/layers.12/mlp/gateup_proj_2/MatMul_myl0_1593
0.0,20834,2,10417.0,10417.0,4556,16278,8288.7,myelin-exec:/vision_tower/vision_model/encoder/layers.11/mlp/fc2/MatMul_myl0_135
0.0,20805,2,10402.5,10402.5,6398,14407,5663.2,myelin-exec:/layers.9/mlp/gateup_proj_9/MatMul_myl0_3705
0.0,20805,2,10402.5,10402.5,6305,14500,5794.7,myelin-exec:__myl_Fc_myl0_573
0.0,20797,2,10398.5,10398.5,4695,16102,8066.0,myelin-exec:/vision_tower/vision_model/encoder/layers.4/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.4/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.4/self_attn/q_proj/MatMul_myl0_49
0.0,20796,2,10398.0,10398.0,5713,15083,6625.6,myelin-exec:/layers.12/mlp/gateup_proj_5/MatMul_myl0_2520
0.0,20796,2,10398.0,10398.0,4722,16074,8027.1,myelin-exec:/layers.2/self_attn_1/MatMul_1_myl0_797
0.0,20787,2,10393.5,10393.5,4445,16342,8412.4,myelin-exec:/vision_tower/vision_model/encoder/layers.26/mlp/fc2/MatMul_myl0_300
0.0,20731,2,10365.5,10365.5,4731,16000,7968.4,myelin-exec:/layers.9/self_attn/qk_matmul/MatMul_myl0_545
0.0,20731,2,10365.5,10365.5,4768,15963,7916.1,myelin-exec:/vision_tower/vision_model/encoder/layers.11/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.11/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.11/self_attn/q_proj/MatMul_myl0_126
0.0,20723,2,10361.5,10361.5,7241,13482,4413.1,myelin-exec:__myl_Fc_myl0_523
0.0,20714,2,10357.0,10357.0,5399,15315,7011.7,myelin-exec:/layers.11/self_attn/av_matmul/MatMul_myl0_600
0.0,20695,2,10347.5,10347.5,4658,16037,8046.2,myelin-exec:/layers.7/self_attn_1/MatMul_1_myl0_882
0.0,20694,2,10347.0,10347.0,6352,14342,5649.8,myelin-exec:/layers.4/mlp/gateup_proj_4/MatMul_myl0_2075
0.0,20694,2,10347.0,10347.0,5277,15417,7170.1,myelin-exec:/layers.5/mlp/gateup_proj_5/MatMul_myl0_2401
0.0,20694,2,10347.0,10347.0,4259,16435,8609.7,myelin-exec:/vision_tower/vision_model/encoder/layers.25/mlp/fc1/MatMul_myl0_288
0.0,20685,2,10342.5,10342.5,5444,15241,6927.5,myelin-exec:/layers.3/mlp/gateup_proj_5/MatMul_myl0_2367
0.0,20668,2,10334.0,10334.0,4621,16047,8079.4,myelin-exec:/vision_tower/vision_model/encoder/layers.9/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.9/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.9/self_attn/q_proj/MatMul_myl0_104
0.0,20658,2,10329.0,10329.0,5454,15204,6894.3,myelin-exec:/layers.4/mlp/gateup_proj_9/MatMul_myl0_3620
0.0,20630,2,10315.0,10315.0,6565,14065,5303.3,myelin-exec:__myl_Fc_myl0_593
0.0,20629,2,10314.5,10314.5,4750,15879,7869.4,myelin-exec:/vision_tower/vision_model/encoder/layers.3/mlp/fc2/MatMul_myl0_47
0.0,20610,2,10305.0,10305.0,5740,14870,6455.9,myelin-exec:/layers.17/mlp/gateup_proj_1/MatMul_myl0_1369
0.0,20593,2,10296.5,10296.5,4991,15602,7503.1,myelin-exec:/layers.17/mlp/gateup_proj_6/MatMul_myl0_2914
0.0,20574,2,10287.0,10287.0,4398,16176,8328.3,myelin-exec:/vision_tower/vision_model/encoder/layers.15/mlp/fc2/MatMul_myl0_179
0.0,20547,2,10273.5,10273.5,3815,16732,9133.7,myelin-exec:/layers.17/self_attn_1/MatMul_myl0_1048
0.0,20547,2,10273.5,10273.5,6102,14445,5899.4,myelin-exec:/layers.2/mlp/gateup_proj_4/MatMul_myl0_2041
0.0,20529,2,10264.5,10264.5,5899,14630,6173.7,myelin-exec:__myl_Fc_myl0_995
0.0,20527,2,10263.5,10263.5,4342,16185,8374.3,myelin-exec:/vision_tower/vision_model/encoder/layers.13/mlp/fc1/MatMul_myl0_156
0.0,20519,2,10259.5,10259.5,5370,15149,6914.8,myelin-exec:/layers.2/mlp/gateup_proj_9/MatMul_myl0_3586
0.0,20518,2,10259.0,10259.0,4583,15935,8027.1,myelin-exec:/layers.14/self_attn_4/MatMul_myl0_1926
0.0,20491,2,10245.5,10245.5,5713,14778,6409.9,myelin-exec:/layers.8/mlp/gateup_proj_2/MatMul_myl0_1525
0.0,20481,2,10240.5,10240.5,5203,15278,7124.1,myelin-exec:/layers.10/mlp/gateup_proj_5/MatMul_myl0_2486
0.0,20481,2,10240.5,10240.5,5426,15055,6808.7,myelin-exec:/layers.2/mlp/gateup_proj_3/MatMul_myl0_1732
0.0,20434,2,10217.0,10217.0,6731,13703,4929.9,myelin-exec:/layers.1/mlp/gateup_proj_6/MatMul_myl0_2642
0.0,20370,2,10185.0,10185.0,5435,14935,6717.5,myelin-exec:__myl_Fc_myl0_698
0.0,20362,2,10181.0,10181.0,5084,15278,7208.2,myelin-exec:/layers.4/self_attn_1/MatMul_1_myl0_831
0.0,20361,2,10180.5,10180.5,3231,17130,9828.1,myelin-exec:/layers.1/self_attn_1/MatMul_myl0_776
0.0,20342,2,10171.0,10171.0,7694,12648,3503.0,myelin-exec:__myl_Fc_myl0_540
0.0,20333,2,10166.5,10166.5,6120,14213,5722.6,myelin-exec:/layers.13/mlp/gateup_proj_4/MatMul_myl0_2228
0.0,20323,2,10161.5,10161.5,5583,14740,6475.0,myelin-exec:/layers.14/mlp/gateup_proj_9/MatMul_myl0_3790
0.0,20316,2,10158.0,10158.0,3723,16593,9100.5,myelin-exec:__myl_Fc_myl0_1680
0.0,20241,2,10120.5,10120.5,5528,14713,6494.8,myelin-exec:/layers.0/mlp/gateup_proj_8/MatMul_myl0_3243
0.0,20241,2,10120.5,10120.5,5889,14352,5984.2,myelin-exec:/layers.7/mlp/gateup_proj_9/MatMul_myl0_3671
0.0,20204,2,10102.0,10102.0,2426,17778,10855.5,myelin-exec:__myl_AddMulCastReshTran_myl0_1865
0.0,20184,2,10092.0,10092.0,6842,13342,4596.2,myelin-exec:/layers.12/mlp/gateup_proj_3/MatMul_myl0_1902
0.0,20176,2,10088.0,10088.0,4371,15805,8085.1,myelin-exec:/vision_tower/vision_model/encoder/layers.21/mlp/fc1/MatMul_myl0_244
0.0,20130,2,10065.0,10065.0,7093,13037,4203.0,myelin-exec:__myl_Fc_myl0_579
0.0,20111,2,10055.5,10055.5,4259,15852,8197.5,myelin-exec:/vision_tower/vision_model/encoder/layers.21/mlp/fc2/MatMul_myl0_245
0.0,20110,2,10055.0,10055.0,5231,14879,6822.2,myelin-exec:/layers.10/mlp/gateup_proj_7/MatMul_myl0_3104
0.0,20102,2,10051.0,10051.0,6176,13926,5480.1,myelin-exec:/layers.4/mlp/gateup_proj_6/MatMul_myl0_2693
0.0,20101,2,10050.5,10050.5,5759,14342,6069.1,myelin-exec:/layers.13/mlp/gateup_proj_6/MatMul_myl0_2846
0.0,20093,2,10046.5,10046.5,3695,16398,8982.4,myelin-exec:/layers.0/self_attn_10/MatMul_1_myl0_3547
0.0,20093,2,10046.5,10046.5,5936,14157,5813.1,myelin-exec:/layers.7/mlp/gateup_proj_8/MatMul_myl0_3362
0.0,20083,2,10041.5,10041.5,4528,15555,7797.3,myelin-exec:/layers.15/mlp/gateup_proj_7/MatMul_myl0_3189
0.0,20083,2,10041.5,10041.5,7120,12963,4131.6,myelin-exec:__myl_Fc_myl0_429
0.0,20065,2,10032.5,10032.5,5444,14621,6489.1,myelin-exec:/layers.1/mlp/gateup_proj_9/MatMul_myl0_3569
0.0,20055,2,10027.5,10027.5,4740,15315,7477.7,myelin-exec:/vision_tower/vision_model/encoder/layers.13/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.13/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.13/self_attn/q_proj/MatMul_myl0_148
0.0,20037,2,10018.5,10018.5,5121,14916,6926.1,myelin-exec:/layers.6/mlp/gateup_proj_3/MatMul_myl0_1800
0.0,20018,2,10009.0,10009.0,6092,13926,5539.5,myelin-exec:/layers.17/mlp/gateup_proj_2/MatMul_myl0_1678
0.0,20000,2,10000.0,10000.0,1296,18704,12309.3,myelin-exec:__myl_AddMulCastReshTran_myl0_1658
0.0,19992,2,9996.0,9996.0,4732,15260,7444.4,myelin-exec:/vision_tower/vision_model/encoder/layers.9/mlp/fc1/MatMul_myl0_112
0.0,19991,2,9995.5,9995.5,6250,13741,5296.9,myelin-exec:/layers.5/mlp/gateup_proj_9/MatMul_myl0_3637
0.0,19990,2,9995.0,9995.0,7935,12055,2913.3,myelin-exec:__myl_Fc_myl0_404
0.0,19981,2,9990.5,9990.5,3037,16944,9833.7,myelin-exec:/layers.6/self_attn_7/MatMul_1_myl0_2722
0.0,19963,2,9981.5,9981.5,5815,14148,5892.3,myelin-exec:/layers.4/mlp/gateup_proj_8/MatMul_myl0_3311
0.0,19953,2,9976.5,9976.5,5092,14861,6907.7,myelin-exec:__myl_Fc_myl0_1646
0.0,19899,2,9949.5,9949.5,6241,13658,5244.6,myelin-exec:/layers.6/mlp/gateup_proj_6/MatMul_myl0_2727
0.0,19870,2,9935.0,9935.0,6787,13083,4451.9,myelin-exec:/layers.8/mlp/gateup_proj_6/MatMul_myl0_2761
0.0,19861,2,9930.5,9930.5,5333,14528,6501.8,myelin-exec:/layers.2/mlp/gateup_proj_8/MatMul_myl0_3277
0.0,19815,2,9907.5,9907.5,9732,10083,248.2,myelin-exec:/layers.5/self_attn_4/MatMul_myl0_1773
0.0,19815,2,9907.5,9907.5,4852,14963,7149.6,myelin-exec:/vision_tower/vision_model/encoder/layers.22/mlp/fc1/MatMul_myl0_255
0.0,19806,2,9903.0,9903.0,5454,14352,6291.8,myelin-exec:/layers.8/self_attn_1/MatMul_1_myl0_899
0.0,19796,2,9898.0,9898.0,5361,14435,6416.3,myelin-exec:/layers.5/self_attn/av_matmul/MatMul_myl0_450
0.0,19778,2,9889.0,9889.0,4296,15482,7909.7,myelin-exec:/vision_tower/vision_model/encoder/layers.24/mlp/fc2/MatMul_myl0_278
0.0,19778,2,9889.0,9889.0,4065,15713,8236.4,myelin-exec:/vision_tower/vision_model/encoder/layers.25/mlp/fc2/MatMul_myl0_289
0.0,19778,2,9889.0,9889.0,5055,14723,6836.3,myelin-exec:/vision_tower/vision_model/encoder/layers.25/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.25/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.25/self_attn/q_proj/MatMul_myl0_280
0.0,19778,2,9889.0,9889.0,6778,13000,4399.6,myelin-exec:__myl_Fc_myl0_368
0.0,19768,2,9884.0,9884.0,5972,13796,5532.4,myelin-exec:/layers.16/mlp/gateup_proj_3/MatMul_myl0_1970
0.0,19722,2,9861.0,9861.0,4213,15509,7987.5,myelin-exec:/layers.6/self_attn_2/MatMul_1_myl0_1177
0.0,19722,2,9861.0,9861.0,2000,17722,11117.1,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_1733
0.0,19712,2,9856.0,9856.0,5925,13787,5559.3,myelin-exec:/layers.16/mlp/gateup_proj_5/MatMul_myl0_2588
0.0,19704,2,9852.0,9852.0,6176,13528,5198.6,myelin-exec:/layers.13/mlp/gateup_proj_5/MatMul_myl0_2537
0.0,19676,2,9838.0,9838.0,3944,15732,8335.4,myelin-exec:/vision_tower/vision_model/encoder/layers.22/mlp/fc2/MatMul_myl0_256
0.0,19676,2,9838.0,9838.0,4056,15620,8177.0,myelin-exec:/vision_tower/vision_model/encoder/layers.9/mlp/fc2/MatMul_myl0_113
0.0,19667,2,9833.5,9833.5,5694,13973,5854.1,myelin-exec:/layers.15/mlp/gateup_proj_3/MatMul_myl0_1953
0.0,19658,2,9829.0,9829.0,5602,14056,5977.9,myelin-exec:/layers.13/mlp/gateup_proj_3/MatMul_myl0_1919
0.0,19647,2,9823.5,9823.5,5416,14231,6233.1,myelin-exec:/layers.15/mlp/gateup_proj_6/MatMul_myl0_2880
0.0,19630,2,9815.0,9815.0,6111,13519,5238.2,myelin-exec:/layers.6/mlp/gateup_proj/MatMul_myl0_870
0.0,19630,2,9815.0,9815.0,7231,12399,3654.3,myelin-exec:__myl_Fc_myl0_618
0.0,19593,2,9796.5,9796.5,2000,17593,11025.9,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_1835
0.0,19583,2,9791.5,9791.5,6083,13500,5244.6,myelin-exec:/layers.3/mlp/gateup_proj_9/MatMul_myl0_3603
0.0,19574,2,9787.0,9787.0,6269,13305,4975.2,myelin-exec:/layers.10/mlp/gateup_proj_6/MatMul_myl0_2795
0.0,19574,2,9787.0,9787.0,4870,14704,6953.7,myelin-exec:/vision_tower/vision_model/encoder/layers.18/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.18/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.18/self_attn/q_proj/MatMul_myl0_203
0.0,19574,2,9787.0,9787.0,6796,12778,4229.9,myelin-exec:__myl_Fc_myl0_754
0.0,19565,2,9782.5,9782.5,4426,15139,7575.2,myelin-exec:/vision_tower/vision_model/encoder/layers.19/mlp/fc1/MatMul_myl0_222
0.0,19547,2,9773.5,9773.5,3852,15695,8374.3,myelin-exec:/vision_tower/vision_model/encoder/layers.5/mlp/fc2/MatMul_myl0_69
0.0,19518,2,9759.0,9759.0,7185,12333,3640.2,myelin-exec:__myl_Fc_myl0_543
0.0,19491,2,9745.5,9745.5,4380,15111,7588.0,myelin-exec:/vision_tower/vision_model/encoder/layers.19/mlp/fc2/MatMul_myl0_223
0.0,19473,2,9736.5,9736.5,4473,15000,7443.7,myelin-exec:__myl_Fc_myl0_3517
0.0,19444,2,9722.0,9722.0,2815,16629,9768.0,myelin-exec:/layers.6/self_attn_4/MatMul_myl0_1790
0.0,19443,2,9721.5,9721.5,4240,15203,7752.0,myelin-exec:/layers.6/self_attn_1/MatMul_1_myl0_865
0.0,19435,2,9717.5,9717.5,7167,12268,3607.0,myelin-exec:__myl_Fc_myl0_423
0.0,19416,2,9708.0,9708.0,6194,13222,4969.5,myelin-exec:/layers.12/mlp/gateup_proj_6/MatMul_myl0_2829
0.0,19352,2,9676.0,9676.0,6000,13352,5198.6,myelin-exec:/layers.9/mlp/gateup_proj_8/MatMul_myl0_3396
0.0,19324,2,9662.0,9662.0,4148,15176,7798.0,myelin-exec:/layers.13/self_attn_4/MatMul_1_myl0_1914
0.0,19324,2,9662.0,9662.0,4185,15139,7745.6,myelin-exec:/vision_tower/vision_model/encoder/layers.10/mlp/fc1/MatMul_myl0_123
0.0,19314,2,9657.0,9657.0,3620,15694,8537.6,myelin-exec:/layers.3/self_attn_10/MatMul_myl0_3593
0.0,19297,2,9648.5,9648.5,4648,14649,7071.8,myelin-exec:/layers.17/mlp/gateup_proj_7/MatMul_myl0_3223
0.0,19259,2,9629.5,9629.5,5148,14111,6337.8,myelin-exec:/layers.0/mlp/gateup_proj_9/MatMul_myl0_3552
0.0,19259,2,9629.5,9629.5,5528,13731,5800.4,myelin-exec:/layers.17/mlp/gateup_proj_3/MatMul_myl0_1987
0.0,19250,2,9625.0,9625.0,6028,13222,5086.9,myelin-exec:__myl_Fc_myl0_598
0.0,19241,2,9620.5,9620.5,6982,12259,3731.4,myelin-exec:__myl_Fc_myl0_448
0.0,19231,2,9615.5,9615.5,4648,14583,7025.1,myelin-exec:/vision_tower/vision_model/encoder/layers.19/self_attn/v_proj/MatMul+/vision_tower/vision_model/encoder/layers.19/self_attn/k_proj/MatMul+/vision_tower/vision_model/encoder/layers.19/self_attn/q_proj/MatMul_myl0_214
0.0,19222,2,9611.0,9611.0,7093,12129,3561.0,myelin-exec:__myl_Fc_myl0_723
0.0,19195,2,9597.5,9597.5,4750,14445,6855.4,myelin-exec:/vision_tower/vision_model/encoder/layers.17/mlp/fc1/MatMul_myl0_200
0.0,19194,2,9597.0,9597.0,6333,12861,4616.0,myelin-exec:__myl_Fc_myl0_968
0.0,19139,2,9569.5,9569.5,6019,13120,5021.2,myelin-exec:/layers.17/mlp/gateup_proj_4/MatMul_myl0_2296
0.0,19121,2,9560.5,9560.5,5213,13908,6148.3,myelin-exec:/layers.2/mlp/gateup_proj_6/MatMul_myl0_2659
0.0,19101,2,9550.5,9550.5,5268,13833,6056.4,myelin-exec:/layers.6/mlp/gateup_proj_8/MatMul_myl0_3345
0.0,19092,2,9546.0,9546.0,4685,14407,6874.5,myelin-exec:__myl_Fc_myl0_2145
0.0,19055,2,9527.5,9527.5,6777,12278,3889.8,myelin-exec:__myl_Fc_myl0_2925
0.0,19047,2,9523.5,9523.5,3676,15371,8269.6,myelin-exec:/layers.12/self_attn_5/MatMul_1_myl0_2206
0.0,19037,2,9518.5,9518.5,5306,13731,5957.4,myelin-exec:/layers.3/self_attn/av_matmul/MatMul_myl0_400
0.0,18991,2,9495.5,9495.5,3667,15324,8242.7,myelin-exec:__myl_Fc_myl0_2337
0.0,18982,2,9491.0,9491.0,8176,10806,1859.7,myelin-exec:__myl_Fc_myl0_668
