Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Range
0.0,7278,2,3639.0,3639.0,2009,5269,2305.2,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_2560
0.0,7277,2,3638.5,3638.5,2490,4787,1624.2,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_3663
0.0,7259,2,3629.5,3629.5,1648,5611,2802.3,myelin-exec:__myl_MoveReplConcReshReshMove_myl0_361
0.0,7259,2,3629.5,3629.5,1463,5796,3063.9,myelin-exec:__myl_SlicNegSlicConcMulMulAddCastMulCastTran_myl0_566
0.0,7250,2,3625.0,3625.0,1121,6129,3541.2,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1643
0.0,7241,2,3620.5,3620.5,2547,4694,1518.2,myelin-exec:__myl_AddMulCastReshTran_myl0_816
0.0,7241,2,3620.5,3620.5,1565,5676,2906.9,myelin-exec:__myl_AddMulCastReshTran_myl0_986
0.0,7241,2,3620.5,3620.5,1667,5574,2762.7,myelin-exec:__myl_MoveReplConcReshReshMove_myl0_322
0.0,7240,2,3620.0,3620.0,2240,5000,1951.6,myelin-exec:__myl_AddMulCastReshTran_myl0_2208
0.0,7240,2,3620.0,3620.0,1296,5944,3286.6,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_1911
0.0,7240,2,3620.0,3620.0,1064,6176,3614.7,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_2195
0.0,7232,2,3616.0,3616.0,1334,5898,3227.2,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_1345
0.0,7223,2,3611.5,3611.5,3204,4019,576.3,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2679
0.0,7222,2,3611.0,3611.0,2009,5213,2265.6,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_1124
0.0,7222,2,3611.0,3611.0,2546,4676,1506.1,myelin-exec:__myl_Slic_myl0_3665
0.0,7212,2,3606.0,3606.0,1342,5870,3201.8,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2438
0.0,7203,2,3601.5,3601.5,1712,5491,2672.2,myelin-exec:__myl_MulCastAddMaxrSubExpSumDivMulCastCastMulCast_myl0_721
0.0,7195,2,3597.5,3597.5,1149,6046,3462.7,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1009
0.0,7195,2,3597.5,3597.5,2093,5102,2127.7,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_2033
0.0,7194,2,3597.0,3597.0,2370,4824,1735.2,myelin-exec:__myl_CastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1994
0.0,7186,2,3593.0,3593.0,3195,3991,562.9,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_2903
0.0,7185,2,3592.5,3592.5,2805,4380,1113.7,myelin-exec:__myl_AddMulCastReshTran_myl0_3033
0.0,7185,2,3592.5,3592.5,2870,4315,1021.8,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_2753
0.0,7176,2,3588.0,3588.0,2167,5009,2009.6,myelin-exec:__myl_AddMulCastReshTran_myl0_3685
0.0,7176,2,3588.0,3588.0,2371,4805,1721.1,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_3681
0.0,7175,2,3587.5,3587.5,2370,4805,1721.8,myelin-exec:__myl_AddMulCastReshTran_myl0_2622
0.0,7175,2,3587.5,3587.5,2268,4907,1866.1,myelin-exec:__myl_AddMulCastReshTran_myl0_3067
0.0,7166,2,3583.0,3583.0,1851,5315,2449.4,myelin-exec:__myl_Slic_myl0_1346
0.0,7158,2,3579.0,3579.0,1667,5491,2704.0,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_3612
0.0,7157,2,3578.5,3578.5,1481,5676,2966.3,myelin-exec:__myl_CastMulCastResh_myl0_724
0.0,7157,2,3578.5,3578.5,1222,5935,3332.6,myelin-exec:__myl_MoveReplConcReshReshMove_myl0_611
0.0,7157,2,3578.5,3578.5,2213,4944,1931.1,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_2063
0.0,7157,2,3578.5,3578.5,3222,3935,504.2,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_2699
0.0,7148,2,3574.0,3574.0,3213,3935,510.5,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2210
0.0,7139,2,3569.5,3569.5,2269,4870,1839.2,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1022
0.0,7139,2,3569.5,3569.5,1074,6065,3529.2,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_2577
0.0,7139,2,3569.5,3569.5,1083,6056,3516.4,myelin-exec:__myl_Slic_myl0_1587
0.0,7138,2,3569.0,3569.0,3176,3962,555.8,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_1946
0.0,7130,2,3565.0,3565.0,1093,6037,3495.9,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2146
0.0,7130,2,3565.0,3565.0,1769,5361,2539.9,myelin-exec:__myl_AddMulCastReshTran_myl0_782
0.0,7130,2,3565.0,3565.0,2102,5028,2069.0,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_897
0.0,7129,2,3564.5,3564.5,2176,4953,1963.6,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2879
0.0,7129,2,3564.5,3564.5,1472,5657,2959.2,myelin-exec:__myl_CastMulCastResh_myl0_1055
0.0,7129,2,3564.5,3564.5,2361,4768,1702.0,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_3817
0.0,7121,2,3560.5,3560.5,2111,5010,2049.9,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_2594
0.0,7121,2,3560.5,3560.5,2185,4936,1945.3,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_824
0.0,7120,2,3560.0,3560.0,3213,3907,490.7,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_1620
0.0,7112,2,3556.0,3556.0,2167,4945,1964.3,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2937
0.0,7112,2,3556.0,3556.0,2139,4973,2003.9,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_3715
0.0,7111,2,3555.5,3555.5,1509,5602,2894.2,myelin-exec:__myl_TranResh_myl0_626
0.0,7110,2,3555.0,3555.0,1583,5527,2788.8,myelin-exec:__myl_MulCastAddMaxrSubExpSumDivMulCastCastMulCast_myl0_696
0.0,7102,2,3551.0,3551.0,1444,5658,2979.7,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_3578
0.0,7102,2,3551.0,3551.0,1555,5547,2822.8,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_775
0.0,7102,2,3551.0,3551.0,2000,5102,2193.4,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_1789
0.0,7101,2,3550.5,3550.5,2277,4824,1801.0,myelin-exec:__myl_AddMulCastReshTran_myl0_2089
0.0,7083,2,3541.5,3541.5,2435,4648,1564.8,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1511
0.0,7083,2,3541.5,3541.5,2074,5009,2075.4,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_1912
0.0,7074,2,3537.0,3537.0,2324,4750,1715.4,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2883
0.0,7074,2,3537.0,3537.0,1296,5778,3169.3,myelin-exec:__myl_AddMulCastReshTran_myl0_1315
0.0,7074,2,3537.0,3537.0,2139,4935,1977.1,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_977
0.0,7074,2,3537.0,3537.0,1565,5509,2788.8,myelin-exec:__myl_TranResh_myl0_401
0.0,7065,2,3532.5,3532.5,1287,5778,3175.6,myelin-exec:__myl_AddMulCastReshTran_myl0_1607
0.0,7065,2,3532.5,3532.5,2204,4861,1878.8,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_943
0.0,7056,2,3528.0,3528.0,2519,4537,1426.9,myelin-exec:__myl_SlicReplReshSeleMulCastAddMulCastAddConcMaxrSubExpSum_myl0_2308
0.0,7056,2,3528.0,3528.0,1574,5482,2763.4,myelin-exec:__myl_TranResh_myl0_676
0.0,7055,2,3527.5,3527.5,2611,4444,1296.1,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1372
0.0,7055,2,3527.5,3527.5,1139,5916,3377.8,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_2289
0.0,7055,2,3527.5,3527.5,2426,4629,1557.8,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_1106
0.0,7055,2,3527.5,3527.5,3148,3907,536.7,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_1191
0.0,7055,2,3527.5,3527.5,2185,4870,1898.6,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_3465
0.0,7047,2,3523.5,3523.5,1352,5695,3071.0,myelin-exec:__myl_AddCastMeanSubMulMeanAddSqrtDivMulCastMulAddMulCast_myl0_89
0.0,7047,2,3523.5,3523.5,2093,4954,2023.0,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_3198
0.0,7046,2,3523.0,3523.0,2500,4546,1446.7,myelin-exec:__myl_AddMulCastReshTran_myl0_2911
0.0,7046,2,3523.0,3523.0,2333,4713,1682.9,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_1276
0.0,7037,2,3518.5,3518.5,2306,4731,1714.7,myelin-exec:__myl_AddMulCastReshTran_myl0_2123
0.0,7037,2,3518.5,3518.5,1685,5352,2593.0,myelin-exec:__myl_MulCastAddMaxrSubExpSumDivMulCastCastMulCast_myl0_671
0.0,7036,2,3518.0,3518.0,2194,4842,1872.4,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_2855
0.0,7028,2,3514.0,3514.0,1565,5463,2756.3,myelin-exec:__myl_SlicNegSlicConcMulMulAddCastMulCastTran_myl0_716
0.0,7028,2,3514.0,3514.0,1278,5750,3162.2,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_3436
0.0,7027,2,3513.5,3513.5,2277,4750,1748.7,myelin-exec:__myl_AddMulCastReshTran_myl0_1403
0.0,7018,2,3509.0,3509.0,2287,4731,1728.2,myelin-exec:__myl_AddMulCastReshTran_myl0_1950
0.0,7018,2,3509.0,3509.0,2222,4796,1820.1,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_913
0.0,7010,2,3505.0,3505.0,2121,4889,1957.3,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_3844
0.0,7010,2,3505.0,3505.0,1352,5658,3044.8,myelin-exec:__myl_AddMulCastReshTran_myl0_1037
0.0,7010,2,3505.0,3505.0,2195,4815,1852.6,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_828
0.0,7009,2,3504.5,3504.5,2565,4444,1328.7,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_3765
0.0,7000,2,3500.0,3500.0,1537,5463,2776.1,myelin-exec:__myl_MoveReplConcReshReshMove_myl0_703
0.0,6991,2,3495.5,3495.5,2398,4593,1552.1,myelin-exec:__myl_AddMulCastReshTran_myl0_1094
0.0,6991,2,3495.5,3495.5,2379,4612,1579.0,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_1449
0.0,6990,2,3495.0,3495.0,3222,3768,386.1,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_2394
0.0,6990,2,3495.0,3495.0,1759,5231,2455.1,myelin-exec:__myl_TranSlicNegSlicConcMulMulAddCastMulCast_myl0_444
0.0,6982,2,3491.0,3491.0,1139,5843,3326.2,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1718
0.0,6982,2,3491.0,3491.0,1982,5000,2134.0,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_3143
0.0,6981,2,3490.5,3490.5,2222,4759,1793.9,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2370
0.0,6973,2,3486.5,3486.5,2037,4936,2049.9,myelin-exec:__myl_CastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_3230
0.0,6973,2,3486.5,3486.5,1454,5519,2874.4,myelin-exec:__myl_MoveReplConcReshReshMove_myl0_353
0.0,6972,2,3486.0,3486.0,2463,4509,1446.7,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2608
0.0,6972,2,3486.0,3486.0,1343,5629,3030.7,myelin-exec:__myl_MoveReplConcReshReshMove_myl0_731
0.0,6972,2,3486.0,3486.0,1176,5796,3266.8,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_792
0.0,6963,2,3481.5,3481.5,2361,4602,1584.6,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_947
0.0,6963,2,3481.5,3481.5,1454,5509,2867.3,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_1045
0.0,6954,2,3477.0,3477.0,2157,4797,1866.8,myelin-exec:__myl_AddMulCastReshTran_myl0_3617
0.0,6953,2,3476.5,3476.5,2296,4657,1669.5,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_3589
0.0,6945,2,3472.5,3472.5,1454,5491,2854.6,myelin-exec:__myl_MoveReplConcReshReshMove_myl0_461
0.0,6944,2,3472.0,3472.0,2416,4528,1493.4,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_903
0.0,6944,2,3472.0,3472.0,2185,4759,1820.1,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_846
0.0,6944,2,3472.0,3472.0,2176,4768,1832.8,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_965
0.0,6944,2,3472.0,3472.0,1518,5426,2763.4,myelin-exec:__myl_TranResh_myl0_451
0.0,6935,2,3467.5,3467.5,2287,4648,1669.5,myelin-exec:__myl_AddMulCastReshTran_myl0_2775
0.0,6935,2,3467.5,3467.5,2639,4296,1171.7,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_2885
0.0,6934,2,3467.0,3467.0,2379,4555,1538.7,myelin-exec:__myl_AddMulCastReshTran_myl0_2174
0.0,6927,2,3463.5,3463.5,2223,4704,1754.3,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_3222
0.0,6926,2,3463.0,3463.0,2037,4889,2016.7,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2849
0.0,6926,2,3463.0,3463.0,2203,4723,1781.9,myelin-exec:__myl_AddMulCastReshTran_myl0_2877
0.0,6926,2,3463.0,3463.0,2000,4926,2069.0,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_2406
0.0,6917,2,3458.5,3458.5,1750,5167,2416.2,myelin-exec:__myl_MulCastAddMaxrSubExpSumDivMulCastCastMulCast_myl0_546
0.0,6917,2,3458.5,3458.5,1695,5222,2494.0,myelin-exec:__myl_SlicNegSlicConcMulMulAddCastMulCastTran_myl0_591
0.0,6916,2,3458.0,3458.0,2009,4907,2049.2,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2713
0.0,6908,2,3454.0,3454.0,1473,5435,2801.6,myelin-exec:__myl_MulCastAddMaxrSubExpSumDivMulCastCastMulCast_myl0_446
0.0,6908,2,3454.0,3454.0,2565,4343,1257.2,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_3595
0.0,6907,2,3453.5,3453.5,1518,5389,2737.2,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_3748
0.0,6899,2,3449.5,3449.5,2019,4880,2023.0,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1405
0.0,6898,2,3449.0,3449.0,1453,5445,2822.8,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_3606
0.0,6890,2,3445.0,3445.0,3084,3806,510.5,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_2390
0.0,6889,2,3444.5,3444.5,2241,4648,1702.0,myelin-exec:__myl_AddMulCastReshTran_myl0_2809
0.0,6881,2,3440.5,3440.5,2019,4862,2010.3,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_3001
0.0,6880,2,3440.0,3440.0,2157,4723,1814.4,myelin-exec:__myl_AddMulCastReshTran_myl0_3495
0.0,6880,2,3440.0,3440.0,2084,4796,1917.7,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_3236
0.0,6879,2,3439.5,3439.5,1426,5453,2847.5,myelin-exec:__myl_MoveReplConcReshReshMove_myl0_667
0.0,6870,2,3435.0,3435.0,2352,4518,1531.6,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_852
0.0,6870,2,3435.0,3435.0,2000,4870,2029.4,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_1980
0.0,6869,2,3434.5,3434.5,2231,4638,1702.0,myelin-exec:__myl_AddMulCastReshTran_myl0_1179
0.0,6862,2,3431.0,3431.0,1787,5075,2325.0,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_3646
0.0,6861,2,3430.5,3430.5,2861,4000,805.4,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_2376
0.0,6861,2,3430.5,3430.5,2176,4685,1774.1,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_820
0.0,6861,2,3430.5,3430.5,1537,5324,2677.8,myelin-exec:__myl_TranResh_myl0_651
0.0,6852,2,3426.0,3426.0,2139,4713,1820.1,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_941
0.0,6852,2,3426.0,3426.0,2269,4583,1636.2,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_862
0.0,6852,2,3426.0,3426.0,2241,4611,1675.8,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_1102
0.0,6852,2,3426.0,3426.0,2389,4463,1466.5,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_3557
0.0,6852,2,3426.0,3426.0,2065,4787,1924.7,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_1086
0.0,6851,2,3425.5,3425.5,1500,5351,2723.1,myelin-exec:__myl_CastMulCastResh_myl0_649
0.0,6851,2,3425.5,3425.5,1898,4953,2160.2,myelin-exec:__myl_TranSlicNegSlicConcMulMulAddCastMulCast_myl0_419
0.0,6844,2,3422.0,3422.0,2010,4834,1996.9,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_3842
0.0,6842,2,3421.0,3421.0,1574,5268,2612.1,myelin-exec:__myl_TranSlicNegSlicConcMulMulAddCastMulCast_myl0_569
0.0,6833,2,3416.5,3416.5,2277,4556,1611.5,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2451
0.0,6824,2,3412.0,3412.0,2111,4713,1839.9,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1304
0.0,6824,2,3412.0,3412.0,2000,4824,1996.9,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2176
0.0,6824,2,3412.0,3412.0,2278,4546,1603.7,myelin-exec:__myl_AddMulCastReshTran_myl0_2364
0.0,6824,2,3412.0,3412.0,2167,4657,1760.7,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_3613
0.0,6824,2,3412.0,3412.0,1648,5176,2494.7,myelin-exec:__myl_SlicNegSlicConcMulMulAddCastMulCastTran_myl0_416
0.0,6824,2,3412.0,3412.0,1158,5666,3187.6,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_2543
0.0,6816,2,3408.0,3408.0,1982,4834,2016.7,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_3075
0.0,6815,2,3407.5,3407.5,1213,5602,3103.5,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_3433
0.0,6815,2,3407.5,3407.5,1222,5593,3090.8,myelin-exec:__myl_AddMulCastReshTran_myl0_2313
0.0,6815,2,3407.5,3407.5,2046,4769,1925.5,myelin-exec:__myl_AddMulCastReshTran_myl0_2449
0.0,6815,2,3407.5,3407.5,1037,5778,3352.4,myelin-exec:__myl_Slic_myl0_3716
0.0,6806,2,3403.0,3403.0,2213,4593,1682.9,myelin-exec:__myl_AddMulCastReshTran_myl0_1128
0.0,6806,2,3403.0,3403.0,2454,4352,1342.1,myelin-exec:__myl_AddMulCastReshTran_myl0_2517
0.0,6806,2,3403.0,3403.0,1074,5732,3293.7,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_3385
0.0,6806,2,3403.0,3403.0,861,5945,3594.9,myelin-exec:__myl_Slic_myl0_1760
0.0,6805,2,3402.5,3402.5,2157,4648,1761.4,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_2915
0.0,6797,2,3398.5,3398.5,1380,5417,2854.6,myelin-exec:__myl_AddCastMeanSubMulMeanAddSqrtDivMulCastMulAddMulCast_myl0_298
0.0,6797,2,3398.5,3398.5,2371,4426,1453.1,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_3579
0.0,6796,2,3398.0,3398.0,2166,4630,1742.3,myelin-exec:__myl_AddMulCastReshTran_myl0_2568
0.0,6787,2,3393.5,3393.5,2315,4472,1525.2,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_2685
0.0,6787,2,3393.5,3393.5,2157,4630,1748.7,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_1272
0.0,6787,2,3393.5,3393.5,2259,4528,1604.4,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_3761
0.0,6787,2,3393.5,3393.5,2333,4454,1499.8,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_1463
0.0,6786,2,3393.0,3393.0,1490,5296,2691.2,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_3834
0.0,6786,2,3393.0,3393.0,2055,4731,1892.2,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_2178
0.0,6778,2,3389.0,3389.0,2334,4444,1492.0,myelin-exec:__myl_AddMulCastReshTran_myl0_2602
0.0,6778,2,3389.0,3389.0,1648,5130,2462.1,myelin-exec:__myl_AddMulCastReshTran_myl0_867
0.0,6778,2,3389.0,3389.0,2278,4500,1571.2,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_1513
0.0,6778,2,3389.0,3389.0,2389,4389,1414.2,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_1509
0.0,6777,2,3388.5,3388.5,2111,4666,1806.7,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_3073
0.0,6777,2,3388.5,3388.5,2194,4583,1689.3,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_3829
0.0,6769,2,3384.5,3384.5,1204,5565,3083.7,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2353
0.0,6769,2,3384.5,3384.5,1574,5195,2560.4,myelin-exec:__myl_AddMulCastReshTran_myl0_1057
0.0,6768,2,3384.0,3384.0,1259,5509,3005.2,myelin-exec:__myl_AddMulCastReshTran_myl0_3359
0.0,6760,2,3380.0,3380.0,2037,4723,1899.3,myelin-exec:__myl_DivMulCastCastMulCastReshReshSlicSlic_myl0_2652
0.0,6759,2,3379.5,3379.5,1342,5417,2881.5,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1059
0.0,6758,2,3379.0,3379.0,2018,4740,1924.7,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_1290
0.0,6742,2,3371.0,3371.0,2334,4408,1466.5,myelin-exec:__myl_AddMulCastReshTran_myl0_3135
0.0,6741,2,3370.5,3370.5,2176,4565,1689.3,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_2129
0.0,6740,2,3370.0,3370.0,1611,5129,2487.6,myelin-exec:__myl_AddMulCastReshTran_myl0_1454
0.0,6740,2,3370.0,3370.0,1120,5620,3182.0,myelin-exec:__myl_SlicReshTranSlicNegSlicConcMulMulAddCastMulCast_myl0_3317
0.0,6740,2,3370.0,3370.0,1416,5324,2763.4,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_3740
0.0,6731,2,3365.5,3365.5,1240,5491,3005.9,myelin-exec:__myl_SlicReshSlicNegSlicConcMulMulAddTran_myl0_1047
0.0,6731,2,3365.5,3365.5,2185,4546,1669.5,myelin-exec:__myl_SlicSlicMulMulMulAddMulTanhAddMulMulMulMulCast_myl0_2677
0.0,6731,2,3365.5,3365.5,1972,4759,1970.7,myelin-exec:__myl_Slic_myl0_966
0.0,6723,2,3361.5,3361.5,1352,5371,2841.9,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_805
0.0,6723,2,3361.5,3361.5,1454,5269,2697.6,myelin-exec:__myl_MulCastAddMulCastAddConcMaxrSubExpSum_myl0_1466
0.0,6722,2,3361.0,3361.0,2083,4639,1807.4,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_1803
0.0,6722,2,3361.0,3361.0,2084,4638,1806.0,myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_myl0_937
0.0,6722,2,3361.0,3361.0,2000,4722,1924.7,myelin-exec:__myl_Slic_myl0_2789
0.0,6721,2,3360.5,3360.5,1805,4916,2199.8,myelin-exec:__myl_SlicReplReshSeleMulCastAddMulCastAddConcMaxrSubExpSum_myl0_2617
0.0,6713,2,3356.5,3356.5,1380,5333,2795.2,myelin-exec:__myl_AddMulCastReshTran_myl0_3016
0.0,6704,2,3352.0,3352.0,1537,5167,2566.8,myelin-exec:__myl_AddMulCastReshTran_myl0_1003
