Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.1,29792,1,29792.0,29792.0,29792,29792,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x83ffd1a307bd7dfd16612267a88e21c6
0.1,29760,1,29760.0,29760.0,29760,29760,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xd3f90ad418430d5ef271aa822a46d82c
0.1,29728,1,29728.0,29728.0,29728,29728,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xbd749301c59e679c2a78dd613cdc9653
0.1,29440,1,29440.0,29440.0,29440,29440,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xc52bcf856b62ed26b37b6e5444f50077
0.1,29312,1,29312.0,29312.0,29312,29312,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x8b996795a624a08c5f09905555d3654d
0.1,29280,1,29280.0,29280.0,29280,29280,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x1dbe22861ee355cbfd3944c44301bb2c
0.1,29184,1,29184.0,29184.0,29184,29184,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x7f6fb84451b0ae699a9d9c41e083852a
0.1,29152,1,29152.0,29152.0,29152,29152,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xc7e083b9e1499819976832fb2f552441
0.1,29120,1,29120.0,29120.0,29120,29120,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xb1e79cd90e800e7afa2302c0e0d1758e
0.1,28640,1,28640.0,28640.0,28640,28640,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x9995f93deb1eba84c83bcc210485e94c
0.1,28544,1,28544.0,28544.0,28544,28544,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x842b327cb5b4b7430d8812471570bf19
0.1,28160,1,28160.0,28160.0,28160,28160,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x3348a1c2147ef5e7be53761a3a72858a
0.1,28160,1,28160.0,28160.0,28160,28160,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xbab71fc62d94fb2d2f00e2344ba1b7fd
0.1,28000,1,28000.0,28000.0,28000,28000,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x0c4fa4a3c47c3a936f0ba74b98411b74
0.1,28000,1,28000.0,28000.0,28000,28000,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xd96c716844b72d8accca256c7071e9a1
0.1,27840,1,27840.0,27840.0,27840,27840,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x757abf280509d3cac486e22974f54b48
0.1,27808,9,3089.8,3008.0,2944,3360,145.9,__myl_ConcSinCosCastReshCastReshSlicReshSlicNegSlicConcMulMulAddTranSlicReshTranSlicNegSlicConcEtc_0x30a0393371d87a282e3f35eeb8e824d7_com
0.1,27104,1,27104.0,27104.0,27104,27104,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xc0103382d5811cdbcb5ab717adb213db
0.1,26784,1,26784.0,26784.0,26784,26784,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x64c869429af86910cc8148e69f103dda
0.1,26656,1,26656.0,26656.0,26656,26656,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_932_0
0.1,26432,1,26432.0,26432.0,26432,26432,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x96802d7478cc6d09766633199a6b0054
0.1,26400,13,2030.8,2016.0,1920,2240,92.9,"void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)1>, unsigned int, (int)2, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.1,26208,1,26208.0,26208.0,26208,26208,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_860_0
0.1,26176,1,26176.0,26176.0,26176,26176,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x57ab1caa051beb0f0b1a185b5c64c814
0.1,26144,1,26144.0,26144.0,26144,26144,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_892_0
0.1,26080,1,26080.0,26080.0,26080,26080,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x19013545bc26d5fbd72a44d40e528bf9
0.1,25632,1,25632.0,25632.0,25632,25632,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_923_0
0.0,25504,1,25504.0,25504.0,25504,25504,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_815_0
0.0,25472,1,25472.0,25472.0,25472,25472,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_955_0
0.0,25408,1,25408.0,25408.0,25408,25408,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_833_0
0.0,25248,1,25248.0,25248.0,25248,25248,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_883_0
0.0,25184,1,25184.0,25184.0,25184,25184,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_824_0
0.0,25184,1,25184.0,25184.0,25184,25184,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_851_0
0.0,25184,1,25184.0,25184.0,25184,25184,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_874_0
0.0,24992,1,24992.0,24992.0,24992,24992,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x481cdb07e840e83cb51bfd82355bc774
0.0,24960,1,24960.0,24960.0,24960,24960,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xdff1b79e82424c39de5cd16053645597
0.0,24864,1,24864.0,24864.0,24864,24864,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x4a5c4acf9bb5a913b7afa4be2cd199c9
0.0,24864,1,24864.0,24864.0,24864,24864,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xffaaffb821a5410de4e7dc61a6713922
0.0,24832,1,24832.0,24832.0,24832,24832,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0xe5e7ab4852235ec5fee2a52ad74780f1
0.0,24832,1,24832.0,24832.0,24832,24832,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_842_0
0.0,24832,1,24832.0,24832.0,24832,24832,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_910_0
0.0,24800,1,24800.0,24800.0,24800,24800,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x3b1f54999d2829fa1e9c9768de4ca27d
0.0,24576,1,24576.0,24576.0,24576,24576,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_914_0
0.0,24224,1,24224.0,24224.0,24224,24224,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_805_0
0.0,24224,1,24224.0,24224.0,24224,24224,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_901_0
0.0,23616,1,23616.0,23616.0,23616,23616,0.0,__myl_AddReshCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x7c60787a91efba6f8fbe3feb0da2da2b
0.0,23456,13,1804.3,1792.0,1664,2048,85.2,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<c10::Half, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,23424,10,2342.4,2272.0,2080,2976,264.2,__myl_AddCastMulMeanAddSqrtDivMulMulAddCastMulCast_0x8cf167d2d5696534fd1ae404f02e2fcd_com_vec
0.0,22880,1,22880.0,22880.0,22880,22880,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_905_0
0.0,22720,13,1747.7,1632.0,1600,2464,236.4,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,22688,1,22688.0,22688.0,22688,22688,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_946_0
0.0,22432,1,22432.0,22432.0,22432,22432,0.0,__myl_AddCastMulMeanAddSqrtDivMulMulCastReshDyna_cuda_tile_0x4b92cb97840c544d433679392f5ce8f3
0.0,22272,1,22272.0,22272.0,22272,22272,0.0,__myl_AddSqrtDivMulCastMulAddMulCastReshTran_0x4469ac6c6e76be2e1b25e8980e3872c3_com_vec
0.0,22208,1,22208.0,22208.0,22208,22208,0.0,__myl_Dyna_0x534191d85ed71074cb23939dccc2f170_com_vec
0.0,21952,10,2195.2,2224.0,2016,2432,129.1,__myl_CastMulMeanAddSqrtDivMulMulAddCastMulCast_0xe902d2c0bff66f7a1221269329cdba21_com_vec
0.0,21664,1,21664.0,21664.0,21664,21664,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_941_0
0.0,21440,1,21440.0,21440.0,21440,21440,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_896_0
0.0,21408,1,21408.0,21408.0,21408,21408,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_856_0
0.0,21376,1,21376.0,21376.0,21376,21376,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_865_0
0.0,20960,1,20960.0,20960.0,20960,20960,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_829_0
0.0,20544,1,20544.0,20544.0,20544,20544,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_838_0
0.0,20480,1,20480.0,20480.0,20480,20480,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_878_0
0.0,20384,1,20384.0,20384.0,20384,20384,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_808_0
0.0,20384,1,20384.0,20384.0,20384,20384,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_887_0
0.0,19936,1,19936.0,19936.0,19936,19936,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_847_0
0.0,19680,1,19680.0,19680.0,19680,19680,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_950_0
0.0,19648,1,19648.0,19648.0,19648,19648,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_820_0
0.0,19200,1,19200.0,19200.0,19200,19200,0.0,__myl_Fc_0x9d120c2bcddb8b99aeb115bb45f593a1_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_802_0
0.0,18944,1,18944.0,18944.0,18944,18944,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_937_0
0.0,18912,1,18912.0,18912.0,18912,18912,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_928_0
0.0,18848,1,18848.0,18848.0,18848,18848,0.0,__myl_Fc_0x4b81d33bc0d8b3e1282028fca8078357_tensorop256x256_cga2x2_sm2_acc_float_tile_k_count_4_gemm_919_0
0.0,18848,1,18848.0,18848.0,18848,18848,0.0,__myl_ReshTranGathAddReshCastMeanSubMulMean_0xbb9a7b925b81370ebbd8a38128fd3355_com
0.0,17856,1,17856.0,17856.0,17856,17856,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_866_0
0.0,16768,1,16768.0,16768.0,16768,16768,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_893_0
0.0,14176,11,1288.7,1056.0,1024,2272,435.7,__myl_Repl_0x19d4a03f8326ca5433e8c1b0bd08e8b5_com
0.0,14144,13,1088.0,1088.0,992,1216,48.9,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,13120,1,13120.0,13120.0,13120,13120,0.0,__myl_Dyna_0x45cc6b1fc7b328a26578bd7231c4d9d0_com_vec
0.0,13088,1,13088.0,13088.0,13088,13088,0.0,__myl_Dyna_0x001783f2a077e4c10f88f5ecc704fc89_com_vec
0.0,13056,1,13056.0,13056.0,13056,13056,0.0,__myl_Dyna_0xb2ca308b6a5f6f81b7caac25f49ada98_com_vec
0.0,12928,1,12928.0,12928.0,12928,12928,0.0,__myl_Dyna_0x21c25801fee60916136372e9ea5ef0f5_com_vec
0.0,12896,1,12896.0,12896.0,12896,12896,0.0,__myl_Dyna_0x023b60c5487813664d1c9d5f6145c4ed_com_vec
0.0,12896,1,12896.0,12896.0,12896,12896,0.0,__myl_Dyna_0x2138366907ca4588bbcfb8b2c6d970d9_com_vec
0.0,12896,1,12896.0,12896.0,12896,12896,0.0,__myl_Dyna_0x3ab1253b26625661a37664b82df1ac13_com_vec
0.0,12896,1,12896.0,12896.0,12896,12896,0.0,__myl_Dyna_0x5c695a38107aac1ee5878d964db67394_com_vec
0.0,12864,1,12864.0,12864.0,12864,12864,0.0,__myl_Dyna_0x3d62d0126c75a5d9d21c01772b4c56b6_com_vec
0.0,12864,1,12864.0,12864.0,12864,12864,0.0,__myl_Dyna_0xe55fbcc9fd2399556478bec0406e3c9e_com_vec
0.0,12832,1,12832.0,12832.0,12832,12832,0.0,__myl_Dyna_0x3434890ad4d7ee03550dbbe731e109d4_com_vec
0.0,12832,1,12832.0,12832.0,12832,12832,0.0,__myl_Dyna_0x593894977d65a2fe1c13ff39abc555d5_com_vec
0.0,12832,1,12832.0,12832.0,12832,12832,0.0,__myl_Dyna_0x80519cadef80d2724fe6c45ffc8da3d9_com_vec
0.0,12736,1,12736.0,12736.0,12736,12736,0.0,__myl_TranSlicSlicSlicConcReplConc_0xc92f64cfeb259301e20671147a986316_com
0.0,12672,1,12672.0,12672.0,12672,12672,0.0,__myl_Dyna_0x05d620b7d3545c96f28ceb03de20d46d_com_vec
0.0,12640,1,12640.0,12640.0,12640,12640,0.0,__myl_Dyna_0x77bfc52900cbf4834a5e85b556cdabd5_com_vec
0.0,12608,1,12608.0,12608.0,12608,12608,0.0,__myl_Dyna_0x4ab6672723849ddb5051cc56eab31910_com_vec
0.0,12608,1,12608.0,12608.0,12608,12608,0.0,__myl_Dyna_0xbc5eb26f7f7c5fdb297637b1b7c876f7_com_vec
0.0,12064,8,1508.0,1472.0,1408,1728,117.8,__myl_MulAddMulCast_0xe31f31abac6490e99f0243c503151adc_com
0.0,11840,1,11840.0,11840.0,11840,11840,0.0,__myl_ReshTranReshAddCastMeanSubMulMeanAddSqrtDivMulCastMulAddMulCast_0xc931e667b8fd1dc27b0c8394af61f11e_com_vec
0.0,11456,1,11456.0,11456.0,11456,11456,0.0,__myl_AddCastMeanSubMulMeanAddSqrtDivMulCastMulAddMulCast_0x4869fade8052e92bcd2c035902f084d8_com_vec
0.0,11328,1,11328.0,11328.0,11328,11328,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_920_0
0.0,11264,1,11264.0,11264.0,11264,11264,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_947_0
0.0,10688,1,10688.0,10688.0,10688,10688,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_948_0
0.0,10592,1,10592.0,10592.0,10592,10592,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_884_0
0.0,10368,1,10368.0,10368.0,10368,10368,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_875_0
0.0,10368,1,10368.0,10368.0,10368,10368,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_939_0
0.0,10304,1,10304.0,10304.0,10304,10304,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_821_0
0.0,10176,1,10176.0,10176.0,10176,10176,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_858_0
0.0,10144,1,10144.0,10144.0,10144,10144,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_938_0
0.0,10080,1,10080.0,10080.0,10080,10080,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_894_0
0.0,10016,1,10016.0,10016.0,10016,10016,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_902_0
0.0,9952,1,9952.0,9952.0,9952,9952,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_803_0
0.0,9792,1,9792.0,9792.0,9792,9792,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_857_0
0.0,9728,1,9728.0,9728.0,9728,9728,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_930_0
0.0,9664,1,9664.0,9664.0,9664,9664,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_903_0
0.0,9440,1,9440.0,9440.0,9440,9440,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_813_0
0.0,9440,1,9440.0,9440.0,9440,9440,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_929_0
0.0,9408,1,9408.0,9408.0,9408,9408,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_885_0
0.0,9408,1,9408.0,9408.0,9408,9408,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_912_0
0.0,9376,1,9376.0,9376.0,9376,9376,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_921_0
0.0,9024,1,9024.0,9024.0,9024,9024,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_839_0
0.0,9024,1,9024.0,9024.0,9024,9024,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_849_0
0.0,9024,1,9024.0,9024.0,9024,9024,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_911_0
0.0,8960,1,8960.0,8960.0,8960,8960,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_840_0
0.0,8896,1,8896.0,8896.0,8896,8896,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_876_0
0.0,8896,1,8896.0,8896.0,8896,8896,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_956_0
0.0,8671,1,8671.0,8671.0,8671,8671,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_867_0
0.0,8608,1,8608.0,8608.0,8608,8608,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_848_0
0.0,8544,1,8544.0,8544.0,8544,8544,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_812_0
0.0,8544,1,8544.0,8544.0,8544,8544,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_830_0
0.0,8512,1,8512.0,8512.0,8512,8512,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_804_0
0.0,8256,1,8256.0,8256.0,8256,8256,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_822_0
0.0,7904,1,7904.0,7904.0,7904,7904,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_831_0
0.0,6304,1,6304.0,6304.0,6304,6304,0.0,__myl_Fc_0x2b35410bd5d0b2d32f9edfdafb05e9c6_tensorop256x128_cga2x2_sm2_acc_float_tile_k_count_4_gemm_957_0
0.0,5184,1,5184.0,5184.0,5184,5184,0.0,__myl_SlicSlicReplSlicSlicReplSlicSlicReplConcCastSumAddReshAddReshCast_0x292c67b7bf97a4f06d4e69bfcd765ccf_com
0.0,4192,1,4192.0,4192.0,4192,4192,0.0,__myl_Fc_0x9264fde1a1eacb20b86f473c6ad6f85d_tensorop128x64_cga1x1_sm1_acc_float_tile_k_count_2_gemm_800_0
0.0,2912,1,2912.0,2912.0,2912,2912,0.0,__myl_ConcSinCosSlicReshSlicNegSlicConcSlicReshTranSlicNegSlicConcCastReshMulMulCastReshMulAddEtc_0x30a0393371d87a282e3f35eeb8e824d7_com
0.0,2848,1,2848.0,2848.0,2848,2848,0.0,__myl_Cums_0x462c4f5b8491f1e5c9c1d1adfa445d32_com
0.0,2848,1,2848.0,2848.0,2848,2848,0.0,__myl_Cums_0x7ba4ff90c44e7263c8b430587072fce3_com
0.0,2208,1,2208.0,2208.0,2208,2208,0.0,__myl_Cums_0x5307d0dd7cd5396cb7df2a807beffa72_com
0.0,2144,1,2144.0,2144.0,2144,2144,0.0,__myl_Cums_0x07b2c626e942ef2ef70d7585cc425370_com
0.0,1792,1,1792.0,1792.0,1792,1792,0.0,__myl_Repl_0x2792e4251ca386b4a8c503b13aa38209_com
